carat,cut,color,clarity,depth,table,price
0.69,Ideal,G,SI2,62.7,54.0,1711
0.56,Very Good,F,VS1,62.0,59.0,1712
0.53,Premium,F,VS2,61.6,57.1,1712
0.59,Very Good,E,VS2,61.8,59.0,1712
0.52,Ideal,E,VS2,61.3,55.0,1712
0.5,Ideal,D,VS2,61.9,59.0,1712
0.56,Ideal,G,VS1,61.8,55.0,1712
0.66,Ideal,I,SI1,61.2,57.0,1712
0.53,Ideal,H,IF,60.2,56.0,1712
0.56,Good,F,VS1,59.1,62.0,1712
0.56,Good,F,VS1,63.2,61.0,1712
0.56,Good,F,VS1,58.6,62.0,1712
0.55,Ideal,I,VVS1,62.7,57.0,1712
0.55,Ideal,I,VVS1,61.7,56.0,1712
0.55,Premium,I,VVS1,61.3,59.0,1712
0.65,Premium,G,SI1,59.9,59.0,1712
0.5,Very Good,D,VS2,60.1,63.0,1712
0.98,Fair,G,I1,69.7,58.0,1712
0.5,Fair,G,VVS2,64.9,58.0,1712
0.71,Ideal,J,SI1,61.0,57.0,1713
0.61,Ideal,I,VVS1,62.5,54.0,1713
0.54,Ideal,E,VS2,62.8,55.0,1713
0.52,Ideal,E,SI1,60.9,57.0,1713
0.5,Good,E,VS1,61.0,61.0,1714
0.55,Ideal,E,VS2,60.3,57.0,1715
0.55,Ideal,E,VS2,59.8,57.0,1715
0.55,Ideal,E,VS2,62.0,55.0,1715
0.7,Ideal,H,SI2,60.6,54.0,1715
0.56,Premium,F,SI2,60.2,58.0,1715
0.6,Very Good,F,SI1,62.1,57.4,1715
0.5,Very Good,G,VVS2,62.1,61.0,1715
0.5,Good,G,VVS2,63.8,56.0,1715
0.5,Good,G,VVS2,63.9,58.0,1715
0.5,Very Good,G,VVS2,62.2,61.0,1715
0.5,Good,G,VVS2,63.4,57.0,1715
0.5,Very Good,G,VVS2,60.5,62.0,1715
0.55,Ideal,H,VVS2,61.7,57.0,1715
0.71,Good,I,SI1,64.2,57.0,1715
0.6,Ideal,I,VVS1,62.0,56.0,1715
0.55,Ideal,G,VS2,61.8,55.0,1715
0.55,Ideal,F,VS2,61.4,56.0,1715
0.56,Ideal,H,VS1,61.1,57.0,1715
0.55,Good,E,VS2,60.3,61.0,1715
0.54,Premium,D,SI1,62.3,60.0,1715
0.54,Ideal,D,SI1,62.6,55.0,1715
0.5,Very Good,H,VVS1,63.3,57.0,1715
0.5,Premium,F,VS1,58.0,59.0,1715
0.7,Very Good,G,SI2,63.2,57.0,1715
0.7,Very Good,G,SI2,63.4,57.0,1715
0.8,Fair,G,I1,64.5,57.0,1715
0.5,Premium,F,VS1,61.6,58.0,1715
0.7,Premium,I,SI2,63.0,56.0,1715
0.5,Very Good,D,VS1,63.1,57.0,1715
0.61,Premium,E,SI2,61.3,59.0,1715
0.32,Fair,F,VS2,59.6,60.0,1715
0.71,Very Good,D,I1,59.7,63.0,1715
0.51,Ideal,D,VS2,62.9,56.0,1716
0.51,Ideal,D,VS2,61.4,57.0,1716
0.51,Very Good,D,VS2,62.0,59.0,1716
0.51,Premium,D,VS2,62.7,59.0,1716
0.51,Premium,D,VS2,62.0,60.0,1716
0.5,Ideal,E,VS1,61.9,56.0,1716
0.51,Premium,D,VS2,60.9,58.0,1716
0.51,Ideal,D,VS2,61.9,55.0,1716
0.51,Very Good,E,VS1,60.0,57.0,1717
0.51,Very Good,E,VS1,61.0,59.0,1717
0.71,Premium,G,SI2,59.9,59.0,1717
0.59,Premium,G,VS2,62.6,56.0,1717
0.57,Ideal,D,VS2,60.3,57.0,1718
0.36,Ideal,D,VVS1,61.5,55.0,1718
0.59,Ideal,G,SI1,61.8,56.0,1718
0.55,Ideal,F,SI1,61.7,56.0,1718
0.55,Very Good,E,VS2,61.6,60.0,1719
0.58,Ideal,G,VS2,61.1,56.0,1719
0.58,Ideal,G,VS2,60.6,55.0,1719
0.61,Premium,H,VS2,62.8,59.0,1719
0.52,Ideal,I,VS1,62.7,57.0,1720
0.54,Ideal,J,VVS2,61.6,57.0,1720
0.58,Very Good,D,SI1,63.5,58.0,1720
0.57,Ideal,H,VS1,61.3,55.1,1720
0.52,Premium,F,VS2,60.7,59.0,1720
0.52,Ideal,F,VS2,62.5,54.0,1720
0.52,Premium,F,VS2,62.1,59.0,1720
0.52,Premium,F,VS2,62.2,58.0,1720
0.52,Ideal,D,SI1,60.9,57.0,1720
0.52,Ideal,D,SI1,61.5,55.0,1720
0.52,Ideal,D,SI1,60.0,56.0,1720
0.52,Premium,D,SI1,61.4,58.0,1720
0.52,Ideal,D,SI1,61.8,57.0,1720
0.52,Ideal,D,SI1,62.4,56.0,1720
0.52,Ideal,D,SI1,62.2,57.0,1720
0.52,Ideal,D,SI1,62.7,56.0,1720
0.52,Ideal,D,SI1,62.4,57.0,1720
0.54,Premium,D,SI1,60.2,62.0,1720
0.78,Good,G,SI2,57.9,63.0,1720
0.54,Ideal,E,SI1,61.5,56.0,1720
0.54,Premium,H,VS1,62.6,59.0,1720
0.7,Fair,I,SI1,65.0,56.0,1720
0.52,Premium,D,SI1,58.7,58.0,1720
0.53,Premium,E,VS2,60.9,60.0,1721
0.53,Ideal,E,VS2,61.3,55.0,1721
0.53,Ideal,G,VS1,62.7,55.0,1721
0.53,Premium,G,VS1,62.4,58.0,1721
0.53,Ideal,E,VS2,60.0,57.0,1721
0.53,Ideal,E,VS2,61.9,56.0,1721
0.53,Ideal,E,VS2,61.4,56.0,1721
0.53,Ideal,G,VS1,61.9,56.0,1721
0.53,Ideal,G,VS1,62.1,57.0,1721
0.53,Very Good,E,VS2,61.6,57.0,1721
0.53,Ideal,E,VS2,62.1,56.0,1721
0.53,Ideal,E,VS2,61.9,55.0,1721
0.53,Ideal,E,VS2,61.4,56.0,1721
0.53,Ideal,G,VS1,62.6,54.0,1721
0.53,Ideal,E,VS2,62.4,56.0,1721
0.53,Ideal,G,VS1,61.8,55.0,1721
0.53,Premium,E,VS2,59.8,58.0,1721
0.53,Ideal,E,VS2,62.7,54.0,1721
0.53,Very Good,G,VS1,60.1,58.0,1721
0.53,Ideal,G,VS1,61.9,56.0,1721
0.61,Very Good,E,SI1,60.1,59.0,1721
0.52,Ideal,G,VS1,61.6,54.0,1721
0.47,Ideal,E,VS1,61.8,53.0,1721
0.5,Ideal,G,VS2,62.2,54.0,1721
0.51,Very Good,D,VS2,63.2,56.0,1722
0.53,Very Good,G,VS1,60.2,55.0,1722
0.51,Very Good,F,VS1,63.3,59.0,1722
0.42,Very Good,F,IF,60.0,58.0,1722
0.53,Ideal,D,VS2,61.7,55.0,1722
0.52,Ideal,G,VS1,61.4,56.0,1722
0.52,Ideal,G,VS1,61.6,56.0,1722
0.52,Ideal,G,VS1,61.9,55.0,1722
0.5,Very Good,G,VVS2,62.4,56.0,1723
0.59,Very Good,F,VS2,61.8,58.0,1723
0.56,Very Good,H,VVS2,59.8,57.0,1723
0.56,Ideal,F,VS2,62.6,55.0,1723
0.56,Premium,D,SI1,61.9,58.0,1723
0.56,Ideal,D,SI1,62.5,56.0,1723
0.56,Ideal,D,SI1,61.2,56.0,1723
0.56,Ideal,F,VS2,61.3,54.0,1723
0.56,Very Good,D,SI1,59.9,60.0,1723
0.56,Premium,D,SI1,60.6,59.0,1723
0.56,Ideal,D,SI1,60.5,57.0,1723
0.56,Premium,D,SI1,60.8,60.0,1723
0.56,Ideal,D,SI1,62.3,56.0,1723
0.54,Ideal,H,VVS1,61.2,57.0,1723
0.56,Ideal,F,VS2,62.1,57.0,1723
0.56,Ideal,F,VS2,61.6,55.0,1723
0.56,Ideal,D,SI1,61.4,57.0,1723
0.56,Premium,D,SI1,61.4,58.0,1723
0.24,Ideal,F,VVS2,61.7,59.0,526
0.24,Ideal,E,VVS2,61.7,58.0,526
0.24,Ideal,E,VVS2,61.3,57.0,526
0.24,Ideal,D,VVS2,61.0,57.0,526
0.24,Ideal,F,VVS1,61.8,59.0,526
0.34,Ideal,H,SI1,61.3,57.0,526
0.24,Good,E,VVS1,58.0,60.0,526
0.35,Very Good,J,SI1,63.3,56.0,526
0.32,Very Good,D,SI1,63.0,57.0,526
0.3,Very Good,E,SI1,62.4,58.0,526
0.3,Good,G,VS2,63.5,55.0,526
0.3,Premium,H,VS1,62.3,58.0,526
0.3,Good,E,SI1,63.2,57.0,526
0.3,Premium,E,SI1,62.5,60.0,526
0.3,Very Good,G,VS2,60.6,60.0,526
0.3,Very Good,H,VS1,62.0,58.0,526
0.3,Very Good,H,VS1,60.1,61.0,526
0.3,Premium,H,VS1,61.0,58.0,526
0.3,Ideal,H,VS1,62.1,54.0,526
0.3,Premium,E,SI1,61.3,60.0,526
0.3,Good,E,SI1,63.8,55.0,526
0.3,Very Good,H,VS1,62.9,54.0,526
0.3,Good,H,VS1,63.2,56.0,526
0.3,Good,H,VS1,63.4,53.0,526
0.3,Ideal,H,VS1,61.6,57.0,526
0.3,Very Good,H,VS1,62.9,56.0,526
0.3,Premium,G,VS2,61.9,58.0,526
0.3,Good,H,VS1,63.3,56.0,526
0.3,Good,E,SI1,63.4,56.0,526
0.3,Very Good,H,VS1,63.0,58.0,526
0.53,Ideal,F,VS2,61.3,55.0,1723
0.7,Fair,J,SI1,63.0,57.0,1723
0.7,Fair,E,SI2,58.7,68.0,1723
0.5,Ideal,E,VS1,62.2,57.0,1724
0.5,Ideal,E,VS1,62.3,55.0,1724
0.53,Very Good,G,VVS2,60.5,59.0,1724
0.53,Very Good,D,SI1,60.0,59.8,1724
0.54,Ideal,G,VS1,61.8,56.0,1724
0.54,Ideal,F,VS1,61.8,54.0,1724
0.7,Premium,I,SI2,62.1,60.0,1724
0.55,Very Good,E,VS2,61.2,57.0,1725
0.64,Very Good,F,SI1,61.2,58.0,1725
0.57,Ideal,G,VS2,61.0,55.0,1725
0.54,Ideal,D,VS2,61.2,56.0,1725
0.57,Ideal,H,VS2,61.7,55.0,1725
0.61,Very Good,E,SI1,63.3,60.0,1726
0.57,Very Good,H,VVS2,60.2,56.0,1726
0.57,Very Good,H,VVS2,62.2,56.0,1726
0.54,Very Good,E,VS2,61.5,59.0,1726
0.54,Ideal,G,VS1,61.7,57.0,1726
0.52,Ideal,E,VS1,61.3,56.0,1726
0.53,Very Good,G,VS1,63.2,55.0,1727
0.53,Ideal,G,VS1,61.7,55.0,1727
0.53,Ideal,G,VS1,61.6,57.0,1727
0.53,Premium,G,VS1,63.0,58.0,1727
0.53,Premium,E,VS2,58.3,62.0,1727
0.53,Premium,E,VS2,61.4,55.0,1727
0.53,Ideal,E,VS2,61.0,57.0,1727
0.53,Ideal,E,VS2,62.0,55.0,1727
0.53,Good,E,VS2,63.7,55.0,1727
0.53,Ideal,E,VS2,62.5,57.0,1727
0.53,Very Good,G,VS1,63.4,56.0,1727
0.57,Ideal,E,VS2,61.6,56.0,1728
0.57,Ideal,E,VS2,60.8,56.0,1728
0.57,Ideal,E,VS2,60.4,57.0,1728
0.51,Ideal,F,VS1,61.7,55.0,1728
0.57,Ideal,G,VS2,61.8,57.0,1728
0.57,Ideal,I,VVS1,61.7,56.0,1728
0.57,Premium,I,VVS1,62.1,58.0,1728
0.57,Ideal,G,VS2,61.8,56.0,1728
0.57,Ideal,G,VS2,61.6,57.0,1728
0.57,Premium,G,VS2,59.7,59.0,1728
0.57,Premium,G,VS2,62.8,57.0,1728
0.57,Premium,G,VS2,62.6,55.0,1728
0.57,Premium,G,VS2,62.1,57.0,1728
0.57,Premium,E,SI1,60.3,57.0,1728
0.57,Ideal,E,SI1,62.1,56.0,1728
0.57,Ideal,E,SI1,61.9,56.0,1728
0.57,Ideal,E,SI1,61.8,57.0,1728
0.57,Premium,E,SI1,61.4,58.0,1728
0.57,Good,H,VS1,63.7,51.0,1728
0.55,Premium,D,SI1,61.7,59.0,1728
0.5,Very Good,G,VVS2,61.3,57.0,1729
0.56,Ideal,F,VS2,62.3,55.0,1729
0.56,Ideal,D,SI1,62.5,56.0,1729
0.52,Ideal,H,SI1,62.0,55.0,1730
0.73,Premium,D,SI2,61.0,61.0,1730
0.53,Ideal,H,VS1,61.9,55.0,1731
0.5,Ideal,F,VS1,61.0,56.0,1731
0.5,Ideal,F,VS1,62.1,55.0,1731
0.57,Very Good,E,VS2,60.7,58.0,1732
0.54,Ideal,E,VS1,62.6,55.0,1732
0.51,Ideal,E,SI1,61.4,56.0,1732
0.51,Ideal,E,SI1,61.7,56.0,1732
0.52,Premium,I,VVS1,60.1,58.0,1733
0.51,Premium,E,VS2,61.4,56.0,1733
0.51,Ideal,E,VS2,62.8,56.0,1733
0.46,Ideal,G,IF,62.1,56.0,1733
0.64,Fair,E,SI1,59.5,64.0,1733
0.62,Very Good,H,VS2,61.8,57.0,1734
0.53,Good,D,VS2,63.4,55.0,1734
0.53,Premium,D,VS2,59.9,58.0,1734
0.7,Very Good,J,SI1,63.0,56.0,1735
0.7,Premium,J,SI1,61.3,59.0,1735
0.55,Premium,E,VS2,60.1,59.0,1735
0.52,Very Good,G,VS1,62.2,63.0,1736
0.7,Very Good,F,I1,63.2,61.0,1736
0.54,Ideal,G,SI1,61.9,55.0,1736
0.56,Good,E,VS2,61.4,62.0,1736
0.46,Ideal,E,VVS2,62.6,55.0,1736
0.46,Premium,F,VVS1,61.4,57.0,1736
0.63,Premium,F,SI1,60.9,56.0,1736
0.63,Premium,F,SI1,59.1,57.0,1736
0.5,Ideal,F,VS2,62.9,55.0,1736
0.5,Premium,F,VS2,61.4,59.0,1736
0.45,Premium,D,VVS1,61.5,55.0,1736
0.58,Ideal,D,SI1,61.1,57.0,1737
0.52,Ideal,G,VS2,61.3,56.0,1737
0.57,Ideal,F,VS2,61.6,55.0,1737
0.64,Ideal,G,SI1,61.6,55.0,1737
0.52,Ideal,E,SI1,60.8,55.0,1737
0.56,Fair,E,VS2,64.7,60.0,1737
0.5,Very Good,F,VS1,62.6,59.0,1738
0.6,Premium,E,SI1,61.9,58.0,1738
0.6,Ideal,E,SI1,61.5,56.0,1738
0.49,Good,D,VS1,57.5,60.0,1738
0.56,Ideal,F,VS2,60.0,57.0,1739
0.56,Ideal,F,VS2,62.2,55.0,1739
0.53,Ideal,E,VS2,61.3,55.0,1739
0.53,Ideal,E,VS2,62.0,56.0,1739
0.52,Premium,E,VS1,59.2,59.0,1739
0.96,Fair,H,I1,64.3,59.0,1739
0.96,Fair,H,I1,69.2,56.0,1739
0.51,Ideal,D,VS2,61.0,57.0,1740
0.53,Ideal,F,VS1,61.6,55.0,1740
0.71,Premium,G,SI2,62.0,59.0,1740
0.71,Very Good,G,SI2,63.4,56.0,1740
0.57,Very Good,F,VS1,63.2,56.0,1741
0.5,Ideal,G,VVS2,61.9,58.0,1741
0.51,Very Good,G,VS1,59.6,58.0,1741
0.55,Ideal,E,VS2,62.2,54.0,1741
0.55,Ideal,H,VVS1,60.5,57.0,1741
0.57,Good,F,VS1,58.3,61.0,1741
0.56,Very Good,E,VS1,58.6,57.0,1742
0.52,Ideal,E,VS1,61.7,56.0,1742
0.61,Ideal,I,VVS1,62.0,55.0,1742
0.59,Ideal,I,VVS1,61.0,55.0,1742
0.58,Ideal,E,SI1,60.1,55.0,1742
0.55,Very Good,G,VS1,62.8,57.0,1743
0.59,Ideal,D,SI1,61.6,57.0,1743
0.59,Very Good,D,SI1,62.8,57.0,1743
0.53,Ideal,H,VVS1,61.6,54.0,1743
0.53,Ideal,H,VVS1,62.4,54.0,1743
0.53,Ideal,E,VS2,60.7,57.0,1743
0.48,Good,D,VS1,59.3,58.0,1743
0.56,Ideal,I,VVS1,61.1,55.0,1743
0.59,Ideal,F,VS2,62.9,55.0,1743
0.56,Premium,I,VVS1,60.6,59.0,1743
0.52,Ideal,G,VS1,62.1,54.0,1743
0.52,Ideal,E,VS2,61.3,56.0,1743
0.52,Ideal,E,VS2,62.4,57.0,1743
0.52,Premium,E,VS2,62.8,55.0,1743
0.72,Ideal,F,SI2,62.0,57.0,1743
0.51,Very Good,H,VVS1,63.2,57.0,1744
0.55,Very Good,E,VS2,62.1,60.0,1744
0.51,Ideal,F,VS1,61.7,54.0,1744
0.51,Ideal,F,VS1,61.9,56.0,1744
0.51,Ideal,F,VS1,62.5,55.0,1744
0.51,Ideal,F,VS1,62.1,56.0,1744
0.51,Premium,F,VS1,61.4,58.0,1744
0.65,Good,I,VS1,61.1,61.7,1744
0.73,Premium,I,SI2,59.2,58.0,1744
0.56,Ideal,H,VVS2,62.1,57.0,1745
0.54,Very Good,F,VS2,63.0,56.8,1745
0.54,Good,F,VS2,64.2,53.8,1745
0.41,Ideal,E,VVS1,61.1,56.0,1745
0.54,Ideal,G,VS1,62.0,53.9,1745
0.54,Ideal,G,VS1,62.1,55.1,1745
0.5,Ideal,E,VS1,62.7,57.0,1745
0.56,Ideal,D,SI1,61.9,56.0,1745
0.57,Premium,F,SI2,62.1,59.0,1746
0.57,Premium,F,SI2,60.7,59.0,1746
0.56,Very Good,D,SI1,63.0,58.0,1746
0.5,Premium,E,VS2,61.3,59.0,1746
0.5,Ideal,G,VS1,62.0,55.0,1746
0.5,Premium,G,VS1,59.8,58.0,1746
0.55,Premium,F,VS2,62.5,56.0,1746
0.5,Premium,G,VS1,60.7,60.0,1746
0.5,Premium,G,VS1,61.0,59.0,1746
0.5,Premium,G,VS1,60.9,58.0,1746
0.5,Premium,G,VS1,59.7,60.0,1746
0.5,Premium,G,VS1,59.4,60.0,1746
0.5,Premium,G,VS1,62.5,60.0,1746
0.5,Premium,G,VS1,62.1,55.0,1746
0.5,Ideal,G,VS1,62.3,55.0,1746
0.5,Premium,G,VS1,62.5,58.0,1746
0.5,Ideal,E,VS2,61.3,57.0,1746
0.5,Ideal,E,VS2,62.1,54.0,1746
0.5,Ideal,E,VS2,61.5,57.0,1746
0.5,Ideal,E,VS2,60.0,57.0,1746
0.5,Ideal,E,VS2,61.6,55.0,1746
0.5,Premium,E,VS2,61.1,61.0,1746
0.5,Premium,E,VS2,61.4,59.0,1746
0.5,Ideal,E,VS2,61.4,57.0,1746
0.5,Ideal,E,VS2,62.2,54.0,1746
0.5,Ideal,E,VS2,62.6,54.0,1746
0.5,Premium,E,VS2,61.5,56.0,1746
0.5,Premium,E,VS2,61.4,58.0,1746
0.5,Premium,E,VS2,61.3,60.0,1746
0.5,Premium,E,VS2,62.7,54.0,1746
0.5,Premium,E,VS2,61.3,58.0,1746
0.5,Premium,E,VS2,61.8,58.0,1746
0.5,Ideal,E,VS2,62.2,55.0,1746
0.5,Ideal,E,VS2,61.8,55.0,1746
0.5,Premium,E,VS2,62.3,60.0,1746
0.5,Premium,E,VS2,61.8,58.0,1746
0.5,Ideal,E,VS2,62.8,57.0,1746
0.6,Ideal,G,VS2,62.1,57.0,1746
0.57,Premium,G,VS1,60.5,58.0,1746
0.5,Premium,E,VS2,62.9,59.0,1746
0.5,Premium,G,VS1,62.2,59.0,1746
0.5,Ideal,I,VVS1,61.6,56.0,1747
0.56,Ideal,E,VS2,61.6,57.0,1747
0.57,Very Good,D,VS2,62.5,59.0,1748
0.52,Very Good,F,VS1,63.2,57.0,1748
0.59,Very Good,E,SI1,61.3,58.0,1748
0.65,Premium,F,SI1,61.4,57.8,1748
0.71,Good,I,VS2,64.0,59.0,1748
0.52,Ideal,H,VVS1,61.0,56.0,1748
0.7,Premium,H,SI2,61.3,61.0,1749
0.52,Ideal,H,VVS2,61.0,57.0,1749
0.52,Very Good,D,VS2,62.8,58.0,1749
0.52,Premium,D,VS2,62.4,58.0,1749
0.62,Ideal,E,SI1,61.5,57.0,1749
0.51,Premium,F,VS1,62.2,58.0,1749
0.5,Ideal,F,VS2,60.9,57.0,1749
0.6,Ideal,E,SI1,61.4,58.0,1749
0.7,Fair,I,SI1,65.2,58.0,1749
0.51,Premium,F,VS1,60.0,58.0,1749
0.84,Good,F,I1,60.8,64.0,1749
0.68,Premium,G,SI1,61.9,60.0,1749
0.51,Premium,H,VVS2,60.8,61.0,1749
0.98,Fair,G,I1,68.0,63.0,1749
0.58,Very Good,D,VS2,61.0,58.0,1750
0.5,Very Good,D,VS1,62.0,56.0,1750
0.6,Very Good,D,SI1,62.2,58.0,1750
0.51,Ideal,G,VVS2,62.0,57.0,1750
0.51,Very Good,G,VVS2,62.9,57.0,1750
0.51,Ideal,G,VVS2,61.6,56.0,1750
0.51,Good,G,VVS2,63.5,56.0,1750
0.54,Very Good,G,VVS2,61.8,57.0,1751
0.51,Very Good,F,VS1,62.5,54.0,1751
0.51,Ideal,F,VS1,61.8,55.0,1751
0.57,Ideal,F,SI1,62.2,56.0,1751
0.64,Premium,D,SI2,62.8,54.0,1751
0.55,Ideal,G,VS2,61.6,55.0,1752
0.51,Very Good,G,VS1,62.4,60.0,1752
0.51,Ideal,D,VS1,60.9,57.0,1752
0.51,Ideal,D,VS1,61.7,54.0,1752
0.5,Good,E,VS2,63.8,54.0,1752
0.5,Very Good,D,VS2,62.8,56.0,1752
0.5,Premium,D,VS2,61.9,58.0,1752
0.5,Premium,D,VS2,61.1,58.0,1752
0.5,Premium,D,VS2,61.4,59.0,1752
0.61,Premium,H,VVS2,60.9,60.0,1752
0.61,Ideal,D,SI1,62.1,55.0,1752
0.5,Ideal,D,VS2,62.3,55.0,1752
0.5,Very Good,D,VS2,62.8,58.0,1752
0.5,Ideal,D,VS2,62.5,54.0,1752
0.5,Premium,D,VS2,61.2,60.0,1752
0.5,Very Good,D,VS2,62.9,61.0,1752
0.5,Very Good,D,VS2,62.8,58.0,1752
0.5,Premium,D,VS2,62.1,58.0,1752
0.5,Ideal,D,VS2,62.6,56.0,1752
0.58,Ideal,E,VS2,62.0,57.0,1752
0.52,Ideal,D,VS2,61.8,57.0,1752
0.55,Ideal,E,SI1,62.4,58.0,1752
0.56,Ideal,D,VS2,62.7,57.0,1753
0.53,Ideal,F,VS2,61.1,56.0,1753
0.53,Premium,F,VS2,60.6,55.0,1753
0.53,Premium,F,VS2,61.9,58.0,1753
0.53,Premium,F,VS2,61.4,60.0,1753
0.53,Ideal,F,VS2,61.8,55.0,1753
0.53,Ideal,F,VS2,61.5,55.0,1753
0.53,Premium,D,SI1,61.4,57.0,1753
0.53,Ideal,D,SI1,62.0,55.0,1753
0.53,Premium,D,SI1,60.0,58.0,1753
0.53,Ideal,D,SI1,61.7,56.0,1753
0.53,Premium,D,SI1,61.0,58.0,1753
0.53,Ideal,D,SI1,62.2,56.0,1753
0.53,Premium,D,SI1,61.6,59.0,1753
0.57,Very Good,F,VS2,59.5,57.0,1754
0.57,Ideal,D,SI1,61.0,57.0,1754
0.52,Ideal,H,VVS1,61.7,55.0,1754
0.54,Very Good,G,VS1,61.6,56.0,1754
0.57,Very Good,D,SI1,61.1,56.0,1754
0.54,Ideal,E,VS2,60.8,57.0,1754
0.54,Premium,G,VS1,61.1,59.0,1754
0.54,Ideal,G,VS1,61.3,57.0,1754
0.57,Ideal,F,VS2,61.7,57.0,1754
0.54,Ideal,G,VS1,62.3,55.0,1754
0.54,Ideal,E,VS2,61.4,57.0,1754
0.54,Ideal,G,VS1,62.0,56.0,1754
0.57,Ideal,D,SI1,62.4,56.0,1754
0.54,Ideal,E,VS2,61.0,56.0,1754
0.54,Ideal,E,VS2,61.9,55.0,1754
0.54,Premium,E,VS2,59.2,58.0,1754
0.54,Ideal,E,VS2,62.2,55.0,1754
0.54,Ideal,E,VS2,60.5,56.0,1754
0.54,Ideal,E,VS2,61.7,55.0,1754
0.54,Ideal,E,VS2,61.9,57.0,1754
0.54,Ideal,G,VS1,61.8,54.0,1754
0.57,Premium,F,VS2,60.3,58.0,1754
0.43,Ideal,D,VVS1,61.9,54.0,1754
0.4,Ideal,D,VVS1,61.8,55.0,1754
0.53,Ideal,G,VS1,61.2,55.0,1754
0.55,Ideal,F,VS1,62.3,53.0,1754
0.52,Good,G,VVS1,58.3,59.0,1754
0.55,Very Good,D,VS2,60.4,59.0,1755
0.56,Very Good,E,VS2,61.7,56.0,1755
0.56,Very Good,E,VS2,61.0,58.0,1755
0.5,Very Good,E,VS1,61.4,55.0,1755
0.5,Very Good,E,VS1,62.6,57.0,1755
0.55,Premium,F,VS1,61.0,59.0,1755
0.56,Premium,E,SI1,61.5,60.0,1755
0.59,Ideal,E,VS2,61.4,56.0,1755
0.55,Ideal,D,VS2,62.7,57.0,1755
0.5,Ideal,E,VS1,62.0,58.0,1755
0.56,Ideal,G,SI1,61.6,59.0,1755
0.71,Good,J,SI1,61.5,62.0,1755
0.3,Premium,H,VS1,61.3,58.0,526
0.3,Good,G,VS2,63.5,54.0,526
0.3,Very Good,G,VS2,61.4,54.0,526
0.3,Ideal,E,SI1,61.9,57.0,526
0.3,Good,E,VS2,63.3,55.0,526
0.3,Very Good,E,SI1,61.7,56.0,526
0.3,Premium,I,VVS2,61.0,60.0,526
0.3,Good,H,VS1,63.1,57.0,526
0.3,Very Good,E,SI1,62.9,57.0,526
0.3,Very Good,G,VS2,63.0,56.0,526
0.3,Ideal,H,VS1,61.3,56.0,526
0.3,Very Good,G,VS2,60.6,61.0,526
0.3,Good,G,VS2,63.1,56.0,526
0.3,Very Good,H,VS1,63.0,59.0,526
0.3,Ideal,G,VS2,61.7,56.0,526
0.3,Good,E,SI1,63.6,57.0,526
0.3,Premium,E,SI1,62.5,59.0,526
0.3,Very Good,H,VS1,62.9,57.0,526
0.3,Ideal,G,VS2,62.2,57.0,526
0.3,Premium,E,SI1,59.8,60.0,526
0.3,Very Good,G,VS2,63.0,55.0,526
0.3,Premium,I,VVS2,61.8,58.0,526
0.3,Ideal,H,VS1,62.3,55.0,526
0.3,Ideal,G,VS2,62.3,56.0,526
0.3,Good,H,VS1,63.9,55.0,526
0.3,Very Good,H,VS1,60.4,61.0,526
0.3,Good,E,SI1,63.1,53.0,526
0.3,Good,G,VS2,63.9,55.0,526
0.3,Very Good,E,SI1,61.8,60.0,526
0.3,Ideal,H,VS1,61.4,54.0,526
0.58,Ideal,H,VS2,61.2,56.0,1755
0.51,Very Good,D,VS1,61.0,57.0,1756
0.59,Very Good,H,VS1,62.1,55.0,1757
0.69,Very Good,H,SI1,62.5,57.6,1757
0.51,Ideal,G,VS1,61.8,60.0,1757
0.6,Good,G,VS1,60.1,61.0,1757
0.51,Ideal,E,VS1,62.7,56.0,1758
0.5,Very Good,D,VS2,60.8,56.0,1758
0.51,Ideal,E,VS1,61.5,56.0,1758
0.58,Good,E,VS2,63.1,56.0,1758
0.51,Premium,E,VS1,61.8,58.0,1758
0.52,Ideal,G,VS1,62.4,55.1,1758
0.56,Good,F,VS1,63.0,59.0,1758
0.5,Premium,D,VS2,62.8,58.0,1758
0.58,Premium,I,VVS1,62.6,59.0,1758
0.58,Ideal,I,VVS1,63.0,57.0,1758
0.58,Ideal,G,VS2,61.9,56.0,1758
0.58,Ideal,E,SI1,61.6,55.0,1758
0.58,Ideal,E,SI1,61.5,55.0,1758
0.51,Premium,E,VS1,62.0,61.0,1758
0.5,Good,D,VS2,63.7,56.0,1758
0.5,Very Good,D,VS2,63.4,56.0,1758
0.5,Very Good,D,VS2,63.3,54.0,1758
0.5,Very Good,D,VS2,63.4,57.0,1758
0.7,Ideal,E,SI1,62.3,56.0,1758
0.7,Good,E,SI2,56.9,63.0,1758
0.71,Very Good,D,SI2,59.6,63.0,1758
0.9,Fair,H,I1,66.9,63.0,1758
0.57,Ideal,H,VS2,61.5,57.0,1759
0.58,Ideal,H,VS1,61.1,57.0,1759
0.5,Ideal,E,VS1,61.9,54.1,1759
0.51,Ideal,E,VS1,60.9,56.0,1759
0.57,Ideal,F,SI1,61.9,56.0,1759
0.61,Good,D,SI1,59.0,57.0,1759
0.5,Ideal,G,VVS2,62.2,56.0,1760
0.71,Very Good,J,SI1,61.0,61.0,1760
0.57,Premium,F,VS2,59.8,59.0,1760
0.58,Ideal,G,VS2,61.2,56.0,1760
